Name,Image,Image SH,#1,Material 1,#2,Material 2,#3,Material 3,#4,Material 4,#5,Material 5,#6,Material 6,Buy,Sell,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Version Added,Unlocked?,Recipes to Unlock,Category,Crafted Item Internal ID,Card Color,DIY Icon Filename,DIY Icon Filename SH,Serial ID,Internal ID,Unique Entry ID
tall garden rock,,NA,60,stone,,,,,,,,,,,NFS,200,NA,NA,Snooty villagers,,NA,NA,1.0.0,Yes,0,Housewares,730,light gray,FtrGardenrockTall,NA,808,49,MqsHscjkCtGhwnPXc
tall lantern,,NA,18,stone,,,,,,,,,,,NFS,200,NA,NA,Smug villagers,,NA,NA,1.0.0,Yes,100,Housewares,676,light gray,FtrStonelantern,NA,818,653,5LkbaD7PpwzSvzERR
Taurus bathtub,,NA,3,star fragment,2,Taurus fragment,1,gold nugget,8,stone,,,,,NFS,200,NA,NA,Celeste,,Taurus,Yes,1.0.0,Yes,0,Housewares,5961,silver,FtrZodiacTaurus,NA,2301,384,tCQiMeCmYy7QeEP2K
tea table,,NA,12,hardwood,,,,,,,,,,,NFS,200,NA,NA,Cranky villagers,,NA,NA,1.0.0,Yes,0,Housewares,739,brown,FtrDiningtableJapan,NA,400,33,k7Auf6dj296Eyu2QP
terrarium,,NA,12,clump of weeds,2,iron nugget,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,1.0.0,Yes,0,Miscellaneous,3773,green,FtrTerrarium,NA,1202,391,d7WN5879xto3Q7egY
three-tiered snowperson,,NA,1,large snowflake,6,snowflake,2,tree branch,,,,,,,NFS,200,NA,NA,Snowboy,Reward for making a perfect Snowboy,snowflakes,Yes,1.0.0,Yes,0,Housewares,5337,blue,FtrSnowman,NA,6610,364,XhwGfK9fy9iaq8qwt
tiki torch,,NA,5,tree branch,5,wood,,,,,,,,,NFS,200,NA,NA,Cranky villagers; Tom Nook,,NA,NA,1.0.0,Yes,0,Housewares,343,brown,FtrTorch,NA,202,103,cLXnJ7cnYZc8Pbh2T
timber doorplate,,NA,2,wood,1,pink roses,,,,,,,,,NFS,200,NA,NA,Snooty villagers,,NA,NA,1.0.0,Yes,50,Wall-mounted,5718,brown,FtrDoorOrnamentLog,NA,502,465,bk8JqAgdSKtw6EdC8
tiny library,,NA,3,book,5,wood,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,1.0.0,Yes,100,Housewares,5635,yellow,FtrMicrolibrary,NA,2101,278,rMWDf7X5P5jp8TnjK
tire stack,,NA,3,old tire,,,,,,,,,,,NFS,NA,NA,NA,Fishing,Fish up 3 old tires,NA,NA,1.0.0,Yes,0,Housewares,1189,dark gray,FtrTyres,NA,652,60,tNsxG387ihB4YLsx6
tire toy,,NA,1,old tire,,,,,,,,,,,NFS,NA,NA,NA,Fishing,Fish up 1 old tire,NA,NA,1.0.0,Yes,0,Housewares,2329,dark gray,FtrPlayingtire,NA,651,78,2bNpWkbwsHyXGCGb5
traditional balancing toy,,NA,4,acorn,2,hardwood,,,,,,,,,NFS,200,NA,NA,Balloons,,acorns and pine cones,Yes,1.0.0,Yes,0,Miscellaneous,5975,brown,FtrBalancingtoy,NA,4605,411,8jd6NZ7MD7hJjAgbw
traditional straw coat,,NA,8,clump of weeds,,,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,1.0.0,Yes,0,Equipment,5291,green,TopsTexTopCoatLStrawBeige,NA,1285,604,ofx4zP9Qj2tovbm3G
trash bags,,NA,1,empty can,1,boot,1,old tire,,,,,,,NFS,NA,NA,NA,Fishing,Fish up 15 trash,NA,NA,1.0.0,Yes,0,Miscellaneous,1823,dark gray,FtrGarbagebag,NA,653,66,yofDbWxuR2q36otG4
tree branch wreath,,NA,10,tree branch,,,,,,,,,,,NFS,200,NA,NA,Big Sister villagers,,NA,NA,1.0.0,Yes,50,Wall-mounted,4727,brown,FtrDoorOrnamentWreathBranch,NA,240,225,JnbW5panqjR2iWknX
tree standee,,NA,5,wood,8,softwood,,,,,,,,,NFS,200,NA,NA,Jock villagers,,NA,NA,1.0.0,Yes,0,Housewares,533,brown,FtrHariboteTree,NA,381,585,QnPjCxDRTXoQDHYqZ
tree-branch wand,,NA,5,tree branch,3,star fragment,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Tools,7587,brown,ToolStickTree,NA,290,535,8WNAJXXX3Dn4Ggv5T
tree's bounty arch,,NA,4,pine cone,5,acorn,5,maple leaf,15,tree branch,,,,,NFS,200,NA,NA,Balloons,,maple leaves,Yes,1.0.0,Yes,0,Housewares,6081,brown,FtrNutArch,NA,4609,423,WQSMn7PgNkGiLjJaT
tree's bounty big tree,,NA,5,pine cone,4,acorn,4,maple leaf,8,tree branch,4,clay,,,NFS,200,NA,NA,Balloons,,maple leaves,Yes,1.0.0,Yes,0,Housewares,6080,brown,FtrNutTreeL,NA,4608,417,WruuvjyZLeuYLkpca
tree's bounty lamp,,NA,6,acorn,4,clay,,,,,,,,,NFS,200,NA,NA,Balloons,,acorns and pine cones,Yes,1.0.0,Yes,0,Miscellaneous,6078,brown,FtrNutLamp,NA,4606,415,fSYJ4F4BMefmKNXLT
tree's bounty little tree,,NA,6,pine cone,4,acorn,1,hardwood,,,,,,,NFS,200,NA,NA,Balloons; Isabelle,,acorns and pine cones,Yes,1.0.0,Yes,0,Miscellaneous,6079,brown,FtrNutTreeS,NA,4607,416,RgkwpSJpTC2nEc6vB
tree's bounty mobile,,NA,2,pine cone,3,acorn,3,tree branch,,,,,,,NFS,200,NA,NA,Balloons,,acorns and pine cones,Yes,1.0.0,Yes,0,Wall-mounted,6075,brown,FtrNutMobile,NA,4630,414,F6WehkKZG7sSwRLBo
trophy case,,NA,24,hardwood,3,gold nugget,6,iron nugget,,,,,,,NFS,200,NA,NA,Jock villagers,,NA,NA,1.0.0,Yes,100,Housewares,7261,brown,FtrTrophycase,NA,401,576,jtaKPkvSoNZGcDrNt
tropical vista,,NA,5,summer shell,,,,,,,,,,,NFS,200,NA,NA,Balloons,,summer shells,Yes,1.0.0,Yes,0,Wallpaper,5661,white,RoomSpWallTropical00,NA,4250,666,5mypRC2jBZnq6ywTT
tulip crown,,NA,2,red tulips,2,yellow tulips,1,white tulips,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,1.0.0,Yes,0,Equipment,5102,green,CapOrnamentTulip1,NA,8209,243,Ltt8w4xYy5Qfp9R9b
tulip surprise box,,NA,5,red tulips,3,softwood,,,,,,,,,NFS,200,NA,NA,Jock villagers,,NA,NA,1.0.0,Yes,50,Housewares,7231,green,FtrFlowerSurprisedbox,NA,7803,495,vn4G8vMx3426p84wv
tulip wand,,NA,1,red tulips,3,star fragment,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Tools,5085,green,ToolStickTulip,NA,8273,526,Hzq4v5JtEKASys3vY
tulip wreath,,NA,3,red tulips,3,yellow tulips,3,white tulips,,,,,,,NFS,200,NA,NA,All villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native flower is tulips,NA,NA,1.0.0,Yes,50,Wall-mounted,5670,green,FtrDoorOrnamentWreathTulip,NA,7849,360,jpfWEEc78PXeP26Js
Turkey Day casserole,,,5,iron nugget,1,clay,,,,,,,,,NFS,200,NA,NA,Cozy Turkey Day DIY,Obtain Cozy Turkey Day DIY from Franklin or buy it from Nook's Cranny,Turkey Day; Turkey Day (shopping days),Yes,1.6.0,Yes,0,Miscellaneous,13818,cream,FtrHarvestEnamelpod_Remake_0_0,FtrHarvestEnamelpod_Remake_1_0,6204,747,csETDXbGxaku9eYZp
Turkey Day chair,,,5,wood,2,hardwood,2,softwood,,,,,,,NFS,200,NA,NA,Cozy Turkey Day DIY,Obtain Cozy Turkey Day DIY from Franklin or buy it from Nook's Cranny,Turkey Day; Turkey Day (shopping days),Yes,1.6.0,Yes,0,Housewares,13450,cream,FtrHarvestChairS_Remake_0_0,FtrHarvestChairS_Remake_1_0,6200,743,hMsMNszkB2zfwBdJ3
Turkey Day decorations,,,2,softwood,5,clump of weeds,2,clay,,,,,,,NFS,200,NA,NA,Cozy Turkey Day DIY,Obtain Cozy Turkey Day DIY from Franklin or buy it from Nook's Cranny,Turkey Day; Turkey Day (shopping days),Yes,1.6.0,Yes,0,Miscellaneous,13449,cream,FtrHarvestDecoration_Remake_0_0,FtrHarvestDecoration_Remake_1_0,6207,742,WhWnFXxxkade9uQ8B
Turkey Day garden stand,,,8,stone,3,clay,,,,,,,,,NFS,200,NA,NA,Cozy Turkey Day DIY,Obtain Cozy Turkey Day DIY from Franklin or buy it from Nook's Cranny,Turkey Day; Turkey Day (shopping days),Yes,1.6.0,Yes,0,Housewares,13447,cream,FtrHarvestStand_Remake_0_0,FtrHarvestStand_Remake_1_0,6202,740,G6LcqS35yv4qQstyZ
Turkey Day hearth,,,1,campfire,30,stone,10,clay,,,,,,,NFS,200,NA,NA,Cozy Turkey Day DIY,Obtain Cozy Turkey Day DIY from Franklin or buy it from Nook's Cranny,Turkey Day; Turkey Day (shopping days),Yes,1.6.0,Yes,0,Housewares,13448,cream,FtrHarvestFireplace_Remake_0_0,FtrHarvestFireplace_Remake_1_0,6203,741,q7nDduaLmuDHZHt3f
Turkey Day table,,,10,hardwood,5,softwood,,,,,,,,,NFS,200,NA,NA,Cozy Turkey Day DIY,Obtain Cozy Turkey Day DIY from Franklin or buy it from Nook's Cranny,Turkey Day; Turkey Day (shopping days),Yes,1.6.0,Yes,0,Housewares,13453,cream,FtrHarvestTableL_Remake_0_0,FtrHarvestTableL_Remake_1_0,6201,745,HMADfttdyWWxAREWu
Turkey Day table setting,,,4,clay,2,iron nugget,,,,,,,,,NFS,200,NA,NA,Cozy Turkey Day DIY,Obtain Cozy Turkey Day DIY from Franklin or buy it from Nook's Cranny,Turkey Day; Turkey Day (shopping days),Yes,1.6.0,Yes,0,Miscellaneous,13820,cream,FtrHarvestTablesetting_Remake_0_0,FtrHarvestTablesetting_Remake_1_0,6205,749,YEMmpdZnBCP24fZwE
Turkey Day wheat decor,,,10,clump of weeds,,,,,,,,,,,NFS,200,NA,NA,Cozy Turkey Day DIY,Obtain Cozy Turkey Day DIY from Franklin or buy it from Nook's Cranny,Turkey Day; Turkey Day (shopping days),Yes,1.6.0,Yes,0,Miscellaneous,13819,cream,FtrHarvestWheat_Remake_0_0,FtrHarvestWheat_Remake_1_0,6206,748,ig7ceeRcMBchstrLo
ukulele,,NA,5,hardwood,,,,,,,,,,,NFS,200,NA,NA,Smug villagers,,NA,NA,1.0.0,Yes,0,Miscellaneous,669,brown,FtrUkulele,NA,462,45,ERCKXc8shWWqxzNdA
underwater flooring,,NA,3,summer shell,3,coral,,,,,,,,,NFS,200,NA,NA,Balloons,,summer shells,Yes,1.0.0,Yes,0,Floors,5268,white,RoomSpFloorFishTank00,NA,4260,564,LXFkgER59WZAvCPKn
underwater wall,,NA,3,summer shell,5,coral,,,,,,,,,NFS,200,NA,NA,Balloons,,summer shells,Yes,1.0.0,Yes,0,Wallpaper,5508,white,RoomSpWallFishTank00,NA,4251,665,EXDyLjtfBny7Nfg2W
unglazed dish set,,NA,3,clay,,,,,,,,,,,NFS,200,NA,NA,Snooty villagers,,NA,NA,1.0.0,Yes,0,Miscellaneous,4025,brick,FtrDishesUnglazed,NA,701,120,sWuKis4QjZNYnPDXK
vaulting pole,,NA,5,softwood,,,,,,,,,,,500,200,NA,NA,Blathers; Nook's Cranny,,NA,NA,1.0.0,Yes,0,Tools,4703,beige,LongWoodenStick,NA,121,183,osL5JbW5XpPxQZR6b
vertical-board fence,,NA,8,wood,,,,,,,,,,,NFS,200,1000,Nook Miles,Nook Miles Redemption,,NA,NA,1.0.0,Yes,0,Other,3402,brown,ItemFenceVerticalWood,NA,581,100,gJHaHfwkn4dANzaTt
Virgo harp,,NA,3,star fragment,2,Virgo fragment,2,gold nugget,4,stone,,,,,NFS,200,NA,NA,Celeste,,Virgo,Yes,1.0.0,Yes,0,Housewares,5955,silver,FtrZodiacVirgo,NA,2305,368,kWfYtKDBGdFbzayNq
wand,,NA,2,star fragment,,,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Tools,7584,beige,ToolStickWood,NA,123,532,8vcfcHLWY7MLbb9Hn
water flooring,,NA,6,summer shell,,,,,,,,,,,NFS,200,NA,NA,Balloons,,summer shells,Yes,1.0.0,Yes,0,Floors,5030,white,RoomSpFloorWater00,NA,4262,565,pQvujBn8X2sq6j5FS
water pump,,NA,2,iron nugget,6,clay,,,,,,,,,NFS,200,NA,NA,Lazy villagers; Tom Nook,50% chance of being obtained during the main storyline during the villager house development quest,NA,NA,1.0.0,Yes,0,Housewares,2326,dark gray,FtrHandpump,NA,911,389,2T8NEjxqcfXPGLYby
water-egg outfit,,NA,3,water egg,,,,,,,,,,,NFS,NA,NA,NA,Collecting water eggs,,Bunny Day (ready days); Bunny Day,Yes,1.1.0,Yes,0,Equipment,12454,yellow,TopsTexOnepieceRibNEggfish0,NA,8676,689,7iGNX78irzAu3Z5rw
water-egg shell,,NA,2,water egg,,,,,,,,,,,NFS,NA,NA,NA,Collecting water eggs,,Bunny Day (ready days); Bunny Day,Yes,1.1.0,Yes,0,Equipment,12444,yellow,CapHatEggfish0,NA,8675,688,YqZedKTDWgjDWcTR4
water-egg shoes,,NA,2,water egg,,,,,,,,,,,NFS,NA,NA,NA,Collecting water eggs,,Bunny Day (ready days); Bunny Day,Yes,1.1.0,Yes,0,Equipment,12460,yellow,ShoesLowcutEggfish0,NA,8677,690,Bg9geKwGApyACyXEx
watering can,,NA,1,flimsy watering can,1,iron nugget,,,,,,,,,NFS,200,NA,NA,Pretty Good Tools Recipes,Purchase Pretty Good Tools Recipes via Nook Miles Redemption,NA,NA,1.0.0,Yes,0,Tools,2379,beige,ToolWatering,NA,110,280,2AGD3mCFzDSDNNZoK
wave breaker,,NA,10,stone,10,clay,,,,,,,,,NFS,200,1500,Nook Miles,Nook Miles Redemption,,NA,NA,1.0.0,Yes,0,Housewares,665,light gray,FtrTetrapod,NA,813,55,CruEkwMoLo3LcnyG4
wedding fence,,NA,5,iron nugget,3,softwood,,,,,,,,,NFS,200,NA,NA,Harvey,,Wedding Season,Yes,1.2.0,Yes,0,Other,12894,dark gray,ItemFenceJuneBride,NA,972,714,yZNfKe6dESLFFQ8J4
wedding wand,,NA,1,wedding flower stand,3,star fragment,,,,,,,,,NFS,200,NA,NA,Cyrus,,Wedding Season,Yes,1.2.0,Yes,0,Tools,12695,green,ToolStickJune,NA,8278,715,LokHc5XaxADprKGWJ
western-style stone,,NA,30,stone,,,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,1.0.0,Yes,100,Housewares,3446,light gray,FtrGravestoneEuropean,NA,814,518,5BDsJhPKYRpxFjyvz
wild log bench,,NA,8,hardwood,,,,,,,,,,,NFS,200,NA,NA,Jock villagers,,NA,NA,1.0.0,Yes,0,Housewares,5972,brown,FtrWoodBench,NA,332,436,ZGWN8wsv7hgjbLvdM
wild-wood wall,,NA,15,wood,,,,,,,,,,,NFS,200,NA,NA,Cranky villagers,,NA,NA,1.0.0,Yes,0,Wallpaper,4858,brown,RoomTexWallWildWood00,NA,523,309,RQL2msCcNbX2Nyvqg
windflower crown,,NA,2,red windflowers,2,orange windflowers,2,white windflowers,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,1.0.0,Yes,0,Equipment,5099,green,CapOrnamentAnemone1,NA,8200,240,2bHpYXqeSKyRgCsHx
windflower fan,,NA,3,red windflowers,2,iron nugget,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,50,Miscellaneous,7233,green,FtrFlowerFan,NA,7800,503,6Fz77bGPrTCrYNffT
windflower wand,,NA,1,orange windflowers,3,star fragment,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Tools,5084,green,ToolStickAnemones,NA,8270,525,GFM7MzdiDKiqhBb9X
windflower wreath,,NA,3,red windflowers,3,white windflowers,3,orange windflowers,,,,,,,NFS,200,NA,NA,All villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native flower is windflowers,NA,NA,1.0.0,Yes,50,Wall-mounted,5436,green,FtrDoorOrnamentWreathAnemone,NA,7840,228,xGTRnSEqPTzYGDwjT
wobbling Zipper toy,,NA,4,earth egg,4,stone egg,4,leaf egg,4,wood egg,4,sky egg,4,water egg,NFS,200,NA,NA,Zipper,Reward from Zipper after crafting all Bunny Day recipes,Bunny Day,Yes,1.1.0,Yes,0,Miscellaneous,12412,yellow,FtrDollPyn,NA,8609,696,3HBkSreJ3Rz7689K7
wood-egg outfit,,NA,3,wood egg,,,,,,,,,,,NFS,NA,NA,NA,Collecting wood eggs,,Bunny Day (ready days); Bunny Day,Yes,1.1.0,Yes,0,Equipment,12452,yellow,TopsTexOnepieceRibNEggforest0,NA,8670,683,Cqe6TyaE38gnjAtmr
wood-egg shell,,NA,2,wood egg,,,,,,,,,,,NFS,NA,NA,NA,Collecting wood eggs,,Bunny Day (ready days); Bunny Day,Yes,1.1.0,Yes,0,Equipment,12442,yellow,CapHatEggforest0,NA,8669,682,Dokk8EnqpoFPBXD8R
wood-egg shoes,,NA,2,wood egg,,,,,,,,,,,NFS,NA,NA,NA,Collecting wood eggs,,Bunny Day (ready days); Bunny Day,Yes,1.1.0,Yes,0,Equipment,12458,yellow,ShoesLowcutEggforest0,NA,8671,684,cEawPHH27B36anZsf
wooden bookshelf,,NA,5,book,10,wood,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,100,Housewares,4125,yellow,FtrBookshelf,NA,2102,404,XE27aTmxufH84fcWf
wooden bucket,,NA,3,wood,1,iron nugget,,,,,,,,,NFS,200,NA,NA,Smug villagers; Tom Nook,50% chance of being obtained during the main storyline during the villager house development quest,NA,NA,1.0.0,Yes,0,Housewares,880,brown,FtrBucketWood,NA,432,16,8ckCy9CHdL6iXXptE
wooden chair,,NA,6,wood,,,,,,,,,,,NFS,200,NA,NA,Snooty villagers; Tom Nook,Obtained during the main storyline during the villager house development quest,NA,NA,1.0.0,Yes,0,Housewares,1913,brown,FtrWoodenChairS,NA,311,15,e2Z5K68fA23E9FcdT
wooden chest,,NA,16,wood,,,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,0,Housewares,2560,brown,FtrWoodenChest,NA,317,17,hAgLHeuw7xfkbzjpu
wooden double bed,,NA,30,wood,,,,,,,,,,,NFS,200,NA,NA,Smug villagers,,NA,NA,1.0.0,Yes,0,Housewares,7132,brown,FtrWoodenBedW,NA,319,493,z3TPTghmTbEFZE2mw
wooden end table,,NA,8,wood,,,,,,,,,,,NFS,200,NA,NA,Snooty villagers,,NA,NA,1.0.0,Yes,0,Housewares,3438,brown,FtrWoodenTableS,NA,313,170,nJDFrN9LmyK3FN7ZT
wooden fish,,NA,3,wood,,,,,,,,,,,NFS,200,NA,NA,Wildest Dreams DIY,Purchase Wildest Dreams DIY from Nook's Cranny,NA,NA,1.0.0,Yes,0,Miscellaneous,4124,brown,FtrMokugyo,NA,463,193,2ZuPfoHnSXBEwWfPL
wooden full-length mirror,,NA,5,wood,1,iron nugget,,,,,,,,,NFS,200,NA,NA,Peppy villagers,,NA,NA,1.0.0,Yes,0,Housewares,7137,brown,FtrWoodenMirror,NA,320,502,dn4EDHGArXPGhs2Mx
wooden low table,,NA,10,wood,,,,,,,,,,,NFS,200,NA,NA,Smug villagers,,NA,NA,1.0.0,Yes,0,Housewares,7134,brown,FtrWoodenTableM,NA,314,491,xA3hY8ZZd3qm9SqmP
wooden mini table,,NA,6,wood,,,,,,,,,,,NFS,200,NA,NA,Big Sister villagers,,NA,NA,1.0.0,Yes,0,Housewares,7133,brown,FtrWoodenTableMini,NA,312,492,qt5zRMx9nJShGjxyY
wooden simple bed,,NA,18,wood,,,,,,,,,,,NFS,200,NA,NA,Lazy villagers; Tom Nook,Obtained during the main storyline during the villager house development quest,NA,NA,1.0.0,Yes,0,Housewares,2605,brown,FtrWoodenBedS,NA,318,18,ayWFNoe5BBmR5JDde
wooden stool,,NA,4,wood,,,,,,,,,,,NFS,200,NA,NA,Peppy villagers,,NA,NA,1.0.0,Yes,0,Housewares,3449,brown,FtrWoodenStoolS,NA,310,168,tCZg7fdKsKoJ2Ca6y
wooden table,,NA,15,wood,,,,,,,,,,,NFS,200,NA,NA,Big Sister villagers,,NA,NA,1.0.0,Yes,0,Housewares,3439,brown,FtrWoodenTableL,NA,315,201,vXEY4HbrHoAoiQn9s
wooden table mirror,,NA,3,wood,1,iron nugget,,,,,,,,,NFS,200,NA,NA,Big Sister villagers,,NA,NA,1.0.0,Yes,0,Miscellaneous,8826,brown,FtrWoodenMirrorS,NA,321,572,7QmfhABkJayiuyPTt
wooden toolbox,,NA,4,softwood,2,iron nugget,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,1.0.0,Yes,0,Miscellaneous,7454,brown,FtrToolboxWood,NA,468,579,qaHmYYCti572DQqW8
wooden wardrobe,,NA,12,wood,,,,,,,,,,,NFS,200,NA,NA,Tom Nook,Obtained during the main storyline during the customization workshop,NA,NA,1.0.0,Yes,0,Housewares,3436,brown,FtrWoodenCloset,NA,316,172,ZnX2CrjCz5F2be4Ke
wooden waste bin,,NA,4,wood,,,,,,,,,,,NFS,200,NA,NA,Big Sister villagers,,NA,NA,1.0.0,Yes,0,Housewares,3490,brown,FtrTrashboxWood,NA,322,173,kJHkBWB2YyDQwJWDN
wooden-block bed,,NA,1,wooden-block toy,17,softwood,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,1.0.0,Yes,0,Housewares,1557,brown,FtrBlockBedS,NA,356,61,jojeuDRs9dnhhtrNE
wooden-block bench,,NA,1,wooden-block toy,4,softwood,,,,,,,,,NFS,200,NA,NA,Big Sister villagers,,NA,NA,1.0.0,Yes,0,Housewares,1559,brown,FtrBlockChairL,NA,353,23,6X3d6utgMWpykB6cp
wooden-block bookshelf,,NA,1,wooden-block toy,3,softwood,,,,,,,,,NFS,200,NA,NA,Test Your DIY Skills,Purchase Test Your DIY Skills from Nook's Cranny,NA,NA,1.0.0,Yes,0,Housewares,1558,brown,FtrBlockShelf,NA,357,62,ncMTEpvQfe9SGvipJ
wooden-block chair,,NA,1,wooden-block toy,3,softwood,,,,,,,,,NFS,200,NA,NA,Test Your DIY Skills,Purchase Test Your DIY Skills from Nook's Cranny,NA,NA,1.0.0,Yes,0,Housewares,2558,brown,FtrBlockChairS,NA,352,160,NxDA47H5aq9g6Ssty
wooden-block chest,,NA,1,wooden-block toy,12,softwood,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,1.0.0,Yes,0,Housewares,1561,brown,FtrBlockChest,NA,355,24,9cAfAFEhqMFHTefLC
wooden-block stereo,,NA,1,wooden-block toy,5,softwood,2,iron nugget,,,,,,,NFS,200,NA,NA,Test Your DIY Skills; Tom Nook,Purchase Test Your DIY Skills from Nook's Cranny; Obtained during the main storyline during the villager house development quest,NA,NA,1.0.0,Yes,0,Housewares,3205,brown,FtrBlockCompo,NA,358,89,xC4riKsFQjbPpK8Ty
wooden-block stool,,NA,1,wooden-block toy,2,softwood,,,,,,,,,NFS,200,NA,NA,Peppy villagers,,NA,NA,1.0.0,Yes,0,Housewares,5543,brown,FtrBlockStoolS,NA,351,387,ZWWM3P5WD6kPS7JNK
wooden-block table,,NA,1,wooden-block toy,8,softwood,,,,,,,,,NFS,200,NA,NA,Big Sister villagers; Tom Nook,Obtained during the main storyline during the villager house development quest,NA,NA,1.0.0,Yes,0,Housewares,1565,brown,FtrBlockTableL,NA,354,26,XT35v4Sb4K3QH2dWC
wooden-block toy,,NA,3,softwood,,,,,,,,,,,NFS,200,NA,NA,DIY for Beginners,Purchase DIY for Beginners at Nook's Cranny,NA,NA,1.0.0,Yes,0,Miscellaneous,3206,brown,FtrBlockBrick,NA,350,38,uKX4pS9YuAJPSqAGX
wooden-block wall clock,,NA,1,wooden-block toy,2,softwood,1,iron nugget,,,,,,,NFS,200,NA,NA,Peppy villagers,,NA,NA,1.0.0,Yes,50,Wall-mounted,3208,brown,FtrBlockClock,NA,359,90,g9N9eFwC48vsPWz5e
wooden-knot wall,,NA,15,hardwood,,,,,,,,,,,NFS,200,NA,NA,Smug villagers,,NA,NA,1.0.0,Yes,0,Wallpaper,4911,brown,RoomTexWallCedar00,NA,526,319,6aNph3fACbZjxyaWp
wooden-mosaic wall,,NA,15,wood,,,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,1.0.0,Yes,0,Wallpaper,4859,brown,RoomTexWallMixPlankWood00,NA,521,310,TYGjpCGthu9jgA5ty
wooden-plank sign,,NA,5,hardwood,,,,,,,,,,,NFS,200,NA,NA,Cranky villagers,,NA,NA,1.0.0,Yes,50,Wall-mounted,5636,brown,FtrSignboardWood,NA,483,279,EbrmatJDLMcc2oexh
woodland wall,,NA,15,clump of weeds,9,softwood,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,1.0.0,Yes,0,Wallpaper,5223,green,RoomTexWallJukai00,NA,1251,471,JaqMjuzXa8t426jeT
yellow-leaf pile,,NA,3,acorn,5,clump of weeds,,,,,,,,,NFS,200,NA,NA,Balloons,,acorns and pine cones,Yes,1.0.0,Yes,0,Housewares,4270,brown,FtrFallenleavesYellow,NA,4600,588,tFckEAxEjrgkrc3ga
zen fence,,NA,3,iron nugget,3,clay,3,stone,,,,,,,NFS,200,1000,Nook Miles,Nook Miles Redemption,,NA,NA,1.0.0,Yes,0,Other,5207,light gray,ItemFenceJapanese,NA,873,556,i3NJEKs5tNY9dJSCX
zen-style stone,,NA,30,stone,,,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,100,Housewares,7317,light gray,FtrGravestoneJapan,NA,815,568,236xGcHiXbpCRfWba
